,idnum,state,state2,stfips,zip,region,typebldg,floor,room,basement,windoor,rep,stratum,wave,starttm,stoptm,startdt,stopdt,activity,pcterr,adjwt,dupflag,zipflag,cntyfips,county,fips,Uppm,county_code,log_radon
313,5394,MN,MN,27,55419,3,1,1,1,Y,,2,5,27,1800,1800,122687,122887,3.3,13.9,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25,1.2237754316
314,5395,MN,MN,27,55419,3,1,0,4,Y,,5,5,37,900,905,11288,11488,5.5,6.2,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25,1.7227665977
315,5396,MN,MN,27,55419,3,1,0,4,Y,,3,5,47,730,730,20288,20288,2.5,18,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25,0.955511445
316,5397,MN,MN,27,55420,3,1,0,1,Y,,3,5,23,1800,1345,121387,121687,2.7,10.8,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25,1.0296194172
317,5398,MN,MN,27,55420,3,1,0,7,Y,,2,5,41,2000,2000,12488,12688,8.4,3.8,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25,2.1400661635
318,5399,MN,MN,27,55422,3,1,0,2,Y,,2,5,28,2208,2208,12188,12388,3.3,8.5,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25,1.2237754316
319,5400,MN,MN,27,55422,3,2,0,4,Y,,4,5,43,1930,830,12088,12288,3.2,9.6,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25,1.1939224685
320,5401,MN,MN,27,55422,3,1,0,4,Y,,1,5,49,730,730,20288,20288,8.6,3.7,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25,2.1633230257
321,5402,MN,MN,27,55423,3,1,0,2,Y,,2,5,33,630,800,123087,10188,1.7,66.3,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25,0.5877866649
322,5403,MN,MN,27,55423,3,1,0,4,Y,,4,5,40,1000,1000,12388,12588,5.7,4.5,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25,1.7578579176
323,5404,MN,MN,27,55423,3,1,0,4,Y,,4,5,45,800,800,12788,12988,13,3.8,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25,2.5726122302
324,5405,MN,MN,27,55423,3,1,0,4,Y,,3,5,48,700,730,33188,40488,2.7,10.9,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25,1.0296194172
325,5406,MN,MN,27,55424,3,1,0,4,Y,,5,5,45,1900,1900,12688,12888,4.7,5.8,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25,1.5686159179
326,5407,MN,MN,27,55426,3,1,0,4,Y,,1,5,41,1000,1000,13088,20288,5.6,6.2,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25,1.7404661748
327,5408,MN,MN,27,55426,3,1,0,4,Y,,3,5,42,1245,700,41388,41588,13.8,7.4,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25,2.6318888401
328,5409,MN,MN,27,55426,3,1,1,1,N,,2,5,43,1250,1250,12688,12888,7.6,4.8,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25,2.0412203289
329,5410,MN,MN,27,55427,3,1,0,0,Y,,2,5,32,1245,1245,11588,11788,5.7,5.8,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25,1.7578579176
330,5411,MN,MN,27,55427,3,1,0,2,Y,,3,5,37,2000,2100,11188,11388,4.6,7.5,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25,1.5475625087
331,5412,MN,MN,27,55427,3,1,0,4,Y,,1,5,48,1700,1700,20288,20288,7.6,3.7,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25,2.0412203289
332,5413,MN,MN,27,55428,3,1,0,2,Y,,1,5,34,1430,1300,31188,31488,2.6,7,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25,0.993251773
333,5414,MN,MN,27,55428,3,1,0,1,Y,,5,5,36,1700,1700,12788,12988,4.5,7.8,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25,1.5260563035
334,5415,MN,MN,27,55428,3,1,0,2,Y,,4,5,39,2200,2200,12688,12888,5.9,5.6,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25,1.7917594692
335,5416,MN,MN,27,55428,3,1,0,2,Y,,3,5,48,1300,1300,20288,20288,2.2,11.8,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25,0.8329091229
336,5417,MN,MN,27,55429,3,1,0,4,Y,,1,5,28,2200,2205,121887,122087,2.4,11,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25,0.9162907319
337,5418,MN,MN,27,55429,3,1,0,4,Y,,4,5,35,1845,1850,122987,123187,4,7.9,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25,1.4109869737
338,5419,MN,MN,27,55430,3,0,0,0,,,3,5,21,1620,1807,120287,121087,4.6,9,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25,1.5475625087
339,5420,MN,MN,27,55430,3,1,0,2,Y,,3,5,38,1445,1505,11388,11588,4.6,6.9,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25,1.5475625087
340,5421,MN,MN,27,55430,3,1,0,4,Y,,2,5,43,1430,1430,11988,12188,10.9,4.1,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25,2.3978952728
341,5422,MN,MN,27,55431,3,1,0,4,Y,,3,5,29,2000,1430,123087,10188,7.6,3.9,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25,2.0412203289
342,5423,MN,MN,27,55431,3,1,0,4,Y,,3,5,40,1130,1130,11788,11988,3,8.4,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25,1.1314021115
343,5424,MN,MN,27,55433,3,1,0,7,Y,,2,5,22,1500,2200,121287,121487,1.5,13.2,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25,0.4700036292
344,5425,MN,MN,27,55434,3,1,1,7,Y,,4,5,48,700,700,20288,20288,1.6,13.6,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25,0.5306282511
345,5426,MN,MN,27,55435,3,1,0,2,Y,,4,5,23,1900,800,10188,10188,16.5,2.1,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25,2.8094026954
346,5427,MN,MN,27,55435,3,1,0,2,Y,,5,5,27,1900,1900,11088,11288,3.1,7.6,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25,1.1631508098
347,5428,MN,MN,27,55436,3,1,0,2,Y,,5,5,21,1900,1900,120287,121087,5.1,7.4,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25,1.6486586256
348,5429,MN,MN,27,55436,3,1,0,1,Y,,1,5,22,1100,1100,121287,121487,4.9,5.2,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25,1.6094379124
349,5430,MN,MN,27,55436,3,0,0,0,,,4,5,42,2100,2200,11788,11988,6,7.1,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25,1.8082887712
350,5431,MN,MN,27,55436,3,5,1,2,N,,4,5,47,1745,1745,20288,20288,0.9,22.2,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25,0
351,5432,MN,MN,27,55437,3,1,0,4,Y,,4,5,35,1200,1300,122687,122887,1.8,12,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25,0.6418538862
352,5433,MN,MN,27,55437,3,1,0,4,Y,,5,5,26,900,900,11188,11388,3.9,9.2,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25,1.3862943611
353,5434,MN,MN,27,55437,3,1,0,4,Y,,1,5,44,630,630,20288,21088,5.6,4.8,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25,1.7404661748
354,5435,MN,MN,27,55437,3,2,1,7,Y,,5,5,44,1500,1500,20288,20288,0.4,0,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25,-0.6931471806
355,5436,MN,MN,27,55437,3,1,0,2,Y,,1,5,4,1100,1100,30388,30388,2.6,10.9,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25,0.993251773
356,5437,MN,MN,27,55441,3,1,0,2,Y,,3,5,29,1750,1750,11088,11288,3.6,7.3,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25,1.3083328197
357,5438,MN,MN,27,55441,3,1,0,2,Y,,5,5,40,1300,1300,12288,12488,6.2,5,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25,1.8405496334
358,5439,MN,MN,27,55441,3,1,0,4,Y,,2,5,3,1800,1700,30388,31188,23.6,2.7,2246.96884,2,0,53,HENNEPIN,27053,0.907991,25,3.1654750481
359,5440,MN,MN,27,55442,3,1,0,4,Y,,1,5,26,1245,1345,121787,121987,3.9,8.7,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25,1.3862943611
360,5441,MN,MN,27,55442,3,1,0,4,Y,,5,5,49,735,740,20288,21088,2.9,7.6,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25,1.0986122887
361,5442,MN,MN,27,55444,3,1,0,4,Y,,4,5,31,1830,1845,121987,122187,3,14.2,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25,1.1314021115
362,5443,MN,MN,27,55444,3,1,0,1,Y,,3,5,34,1800,2035,122287,122487,4.7,10.3,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25,1.5686159179
363,5444,MN,MN,27,55444,3,1,0,4,Y,,1,5,36,1600,1600,122687,122887,3,8.2,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25,1.1314021115
364,5445,MN,MN,27,55444,3,0,0,0,,,5,5,46,1900,1900,12688,12888,4.2,6.3,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25,1.4586150227
365,5446,MN,MN,27,55447,3,1,0,2,Y,,3,5,36,1440,1824,11088,11288,3.8,30.5,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25,1.3609765531
366,5447,MN,MN,27,55447,3,1,0,4,Y,,3,5,47,1830,1830,20288,20288,3,9.1,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25,1.1314021115
367,5448,MN,MN,27,55447,3,1,0,2,Y,,2,5,1,1500,1500,22488,22688,4.3,8.2,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25,1.4816045409
368,5449,MN,MN,27,55447,3,5,1,0,N,,2,5,4,2115,2115,22888,30388,2.9,7.8,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25,1.0986122887
369,5450,MN,MN,27,55919,4,1,0,0,Y,,3,3,25,925,925,121287,121487,3.4,7.8,1071.318034,0,0,55,HOUSTON,27055,1.65455,26,1.2527629685
370,5451,MN,MN,27,55921,4,1,0,4,Y,,4,3,28,1030,1025,123187,10188,8.5,3.9,990.411554,0,0,55,HOUSTON,27055,1.65455,26,2.1517622033
371,5452,MN,MN,27,55921,4,1,0,2,Y,,2,3,42,800,800,11788,11988,9,3.5,921.864905,0,0,55,HOUSTON,27055,1.65455,26,2.2082744135
372,5453,MN,MN,27,55941,4,1,1,3,Y,,5,3,46,800,845,20288,20288,4.8,5.1,893.23743,0,0,55,HOUSTON,27055,1.65455,26,1.5892352051
373,5454,MN,MN,27,55947,4,1,0,2,Y,,3,3,41,1830,1600,11688,11988,3.6,8.6,1071.318034,0,0,55,HOUSTON,27055,1.65455,26,1.3083328197
374,5455,MN,MN,27,55974,4,1,1,3,Y,,2,3,43,1000,1000,12688,12888,2.2,11,921.864905,0,0,55,HOUSTON,27055,1.65455,26,0.8329091229
375,5456,MN,MN,27,56461,2,1,1,1,Y,,4,3,35,700,700,11388,11588,2.8,10.8,990.411554,0,0,57,HUBBARD,27057,0.66992,27,1.064710737
376,5457,MN,MN,27,56467,2,1,1,1,Y,,1,3,33,900,900,122087,122287,0.8,21.1,1024.442902,0,0,57,HUBBARD,27057,0.66992,27,-0.1053605157
377,5458,MN,MN,27,56601,2,1,0,2,Y,,3,3,26,1830,1840,121487,121687,1.5,19.2,1071.318034,0,0,57,HUBBARD,27057,0.66992,27,0.4700036292
378,5459,MN,MN,27,56633,2,1,0,4,Y,,3,3,40,2230,2230,12388,12588,4.6,5.7,1071.318034,0,0,57,HUBBARD,27057,0.66992,27,1.5475625087
379,5460,MN,MN,27,56633,2,1,1,2,N,,2,3,47,1600,1600,20288,20288,3.7,7,921.864905,0,0,57,HUBBARD,27057,0.66992,27,1.3350010667
380,5461,MN,MN,27,55008,5,1,0,4,Y,,1,3,34,1610,1610,10188,10188,3.6,8.3,1024.442902,0,0,59,ISANTI,27059,0.471483,28,1.3083328197
381,5462,MN,MN,27,55008,5,1,0,4,Y,,2,3,3,1730,1730,22388,22588,3,9.1,921.864905,0,0,59,ISANTI,27059,0.471483,28,1.1314021115
382,5463,MN,MN,27,55371,5,1,0,4,Y,,2,4,31,1000,1000,122687,122887,2.2,9.5,1146.49919,0,0,59,ISANTI,27059,0.471483,28,0.8329091229
383,5464,MN,MN,27,55709,2,1,0,4,Y,,4,3,26,2130,2245,121387,121587,1.9,18.1,990.411554,0,0,61,ITASCA,27061,0.515124,29,0.6931471806
384,5465,MN,MN,27,55721,2,1,0,2,Y,,4,3,46,1205,1250,20288,20288,2.6,37.8,990.411554,0,0,61,ITASCA,27061,0.515124,29,0.993251773
385,5466,MN,MN,27,55721,2,2,0,4,Y,,5,3,4,645,645,30388,30388,1.8,11.6,893.23743,0,0,61,ITASCA,27061,0.515124,29,0.6418538862
386,5467,MN,MN,27,55744,2,1,0,0,Y,,4,3,23,828,836,121287,121487,2.4,10.1,990.411554,0,0,61,ITASCA,27061,0.515124,29,0.9162907319
387,5468,MN,MN,27,55744,2,0,0,0,,,5,3,23,1700,2300,121587,121787,4.3,5.9,893.23743,0,0,61,ITASCA,27061,0.515124,29,1.4816045409
388,5469,MN,MN,27,55744,2,1,0,2,Y,,1,3,30,700,700,122287,122487,2.6,10,1024.442902,0,0,61,ITASCA,27061,0.515124,29,0.993251773
389,5470,MN,MN,27,55744,2,1,0,2,Y,,2,3,36,2030,2230,122787,122987,1.1,25.5,921.864905,0,0,61,ITASCA,27061,0.515124,29,0.1823215568
390,5471,MN,MN,27,55744,2,1,0,2,Y,,2,3,1,2100,2100,22488,22688,3.3,8.3,921.864905,0,0,61,ITASCA,27061,0.515124,29,1.2237754316
391,5472,MN,MN,27,55769,2,1,0,2,Y,,2,3,44,1300,1300,12088,12288,2.5,9.7,921.864905,0,0,61,ITASCA,27061,0.515124,29,0.955511445
392,5473,MN,MN,27,55775,2,1,0,4,Y,,4,3,28,2100,2100,121687,121887,9.4,3.9,990.411554,0,0,61,ITASCA,27061,0.515124,29,2.2512917986
393,5474,MN,MN,27,56636,2,1,0,4,Y,,5,3,30,1100,1100,22588,22788,1.3,14,893.23743,0,0,61,ITASCA,27061,0.515124,29,0.3364722366
394,5475,MN,MN,27,56119,5,1,0,4,Y,,2,4,49,1715,1447,21888,22188,8.4,3.6,1146.49919,0,0,63,JACKSON,27063,1.36209,30,2.1400661635
395,5476,MN,MN,27,56137,5,1,0,4,Y,,4,4,41,2000,2000,11888,12088,5,6.4,1177.377355,0,0,63,JACKSON,27063,1.36209,30,1.6292405397
396,5477,MN,MN,27,56143,5,1,0,3,Y,,3,4,22,900,900,121887,122187,2.9,7.6,1214.922779,0,0,63,JACKSON,27063,1.36209,30,1.0986122887
397,5478,MN,MN,27,56143,5,1,0,4,Y,,4,4,49,1600,1750,20288,20288,13.1,3.2,1177.377355,0,0,63,JACKSON,27063,1.36209,30,2.5802168296
398,5479,MN,MN,27,56150,5,1,0,7,Y,,1,4,33,1300,1300,122787,122987,15.3,3.9,1088.985661,0,0,63,JACKSON,27063,1.36209,30,2.7343675094
399,5480,MN,MN,27,55007,5,1,0,4,Y,,1,4,30,1900,1900,122287,122487,1.8,16.6,1088.985661,0,0,65,KANABEC,27065,0.948014,31,0.6418538862
400,5481,MN,MN,27,55051,5,1,0,3,Y,,4,4,44,2230,2230,12688,12888,3.8,6.6,1177.377355,0,0,65,KANABEC,27065,0.948014,31,1.3609765531
401,5482,MN,MN,27,55051,5,1,0,4,Y,,3,4,49,1630,1745,20288,20288,7.9,4,1214.922779,0,0,65,KANABEC,27065,0.948014,31,2.0794415417
402,5483,MN,MN,27,55051,5,1,0,0,Y,,2,4,50,1300,1300,20288,20288,2.6,9,1146.49919,0,0,65,KANABEC,27065,0.948014,31,0.993251773
403,5484,MN,MN,27,56201,5,1,0,0,Y,,4,4,28,930,930,122887,123087,11.3,4.2,1177.377355,0,0,67,KANDIYOHI,27067,1.11598,32,2.4336133554
404,5485,MN,MN,27,56201,5,1,0,4,Y,,1,4,35,2000,2000,41188,41488,4.1,6.5,1088.985661,0,0,67,KANDIYOHI,27067,1.11598,32,1.4350845253
405,5486,MN,MN,27,56201,5,1,0,4,,,5,4,47,1615,1630,40488,40488,12.3,3.4,1105.956867,0,0,67,KANDIYOHI,27067,1.11598,32,2.5176964726
406,5487,MN,MN,27,56201,5,1,0,4,Y,,1,4,48,1835,1840,20288,20288,6.7,6.8,1088.985661,0,0,67,KANDIYOHI,27067,1.11598,32,1.9169226122
407,5488,MN,MN,27,56733,2,1,0,4,Y,,2,1,43,1800,1800,11988,12188,6.9,5,348.042925,0,0,69,KITTSON,27069,0.992227,33,1.9459101491
408,5489,MN,MN,27,56734,2,1,1,3,Y,,5,1,48,1330,1330,20288,20288,4.5,7,348.042925,0,0,69,KITTSON,27069,0.992227,33,1.5260563035
409,5490,MN,MN,27,56743,2,1,1,2,N,,4,1,29,1847,2230,121987,122187,0.9,36.2,464.057234,0,0,69,KITTSON,27069,0.992227,33,0
410,5491,MN,MN,27,56649,2,1,0,4,Y,,5,2,26,2130,2235,121387,121587,1.7,19.4,471.366223,0,0,71,KOOCHICHING,27071,0.414025,34,0.5877866649
411,5492,MN,MN,27,56649,2,1,0,4,Y,,3,2,35,1540,700,10188,10188,1.4,16.6,433.316718,0,0,71,KOOCHICHING,27071,0.414025,34,0.4054651081
412,5493,MN,MN,27,56649,2,1,1,3,N,,1,2,30,700,700,122887,123087,2,16.4,485.435931,0,0,71,KOOCHICHING,27071,0.414025,34,0.7419373447
413,5494,MN,MN,27,56649,2,1,1,3,N,,4,2,1,1230,1230,22388,22588,1,25.2,461.274696,0,0,71,KOOCHICHING,27071,0.414025,34,0.0953101798
414,5495,MN,MN,27,56653,2,1,0,2,Y,,3,2,24,1630,1630,121687,121887,1,24.3,433.316718,0,0,71,KOOCHICHING,27071,0.414025,34,0.0953101798
415,5496,MN,MN,27,56660,2,1,1,3,N,,3,2,34,1000,1000,122287,122487,2.8,10,433.316718,0,0,71,KOOCHICHING,27071,0.414025,34,1.064710737
416,5497,MN,MN,27,56679,2,1,1,2,N,,2,2,43,940,940,12788,12988,1.3,16.3,461.62367,0,0,71,KOOCHICHING,27071,0.414025,34,0.3364722366
417,5498,MN,MN,27,56256,5,1,1,2,Y,,5,4,31,930,930,122087,122287,11.3,3,1105.956867,0,0,73,LAC QUI PARLE,27073,1.36483,35,2.4336133554
418,5499,MN,MN,27,56256,5,1,0,7,Y,,4,4,42,1030,1100,21688,21888,16,3,1177.377355,0,0,73,LAC QUI PARLE,27073,1.36483,35,2.778819272
419,5500,MN,MN,27,55603,1,1,1,3,N,,3,1,28,820,830,121387,121587,1.3,13.5,348.042925,0,0,75,LAKE,27075,0.500776,36,0.3364722366
420,5501,MN,MN,27,55614,1,1,0,4,Y,,3,1,30,730,730,122887,123087,1.3,21.4,348.042925,0,0,75,LAKE,27075,0.500776,36,0.3364722366
421,5502,MN,MN,27,55616,1,1,0,4,Y,,1,1,21,1800,1800,120287,121187,1.6,15.8,507.562599,0,0,75,LAKE,27075,0.500776,36,0.5306282511
422,5503,MN,MN,27,55616,1,1,0,0,Y,,2,1,24,1500,1500,121287,121487,0.9,40.7,348.042925,0,0,75,LAKE,27075,0.500776,36,0
423,5504,MN,MN,27,55616,1,1,0,4,Y,,2,1,33,2030,2230,122687,122887,2.8,14.3,348.042925,0,0,75,LAKE,27075,0.500776,36,1.064710737
424,5505,MN,MN,27,55616,1,1,0,2,Y,,3,1,34,1130,1430,122287,122487,0.5,0,348.042925,0,0,75,LAKE,27075,0.500776,36,-0.5108256238
425,5506,MN,MN,27,55616,1,1,0,4,Y,,1,1,22,1900,1900,122787,122987,1.5,20.6,507.562599,0,0,75,LAKE,27075,0.500776,36,0.4700036292
426,5507,MN,MN,27,55616,1,1,0,4,Y,,5,1,37,1150,1620,122687,122887,7.1,7.3,348.042925,0,0,75,LAKE,27075,0.500776,36,1.974081026
427,5508,MN,MN,27,55616,1,1,0,4,Y,,4,1,1,900,900,22488,22688,0.5,0,464.057234,0,0,75,LAKE,27075,0.500776,36,-0.5108256238
428,5509,MN,MN,27,56623,2,1,0,4,Y,,5,1,31,1530,1530,10188,10188,10.1,4.5,348.042925,0,0,77,LAKE OF THE WOODS,27077,0.505752,37,2.3223877203
429,5510,MN,MN,27,56623,2,1,1,4,Y,,4,1,37,800,800,10188,10188,4.3,7.3,464.057234,0,0,77,LAKE OF THE WOODS,27077,0.505752,37,1.4816045409
430,5511,MN,MN,27,56623,2,1,0,1,Y,,1,1,49,1000,1000,20288,21088,3.3,10.8,507.562599,0,0,77,LAKE OF THE WOODS,27077,0.505752,37,1.2237754316
431,5512,MN,MN,27,56686,2,1,1,1,N,,3,1,50,900,900,20288,20288,2.9,8.6,348.042925,0,0,77,LAKE OF THE WOODS,27077,0.505752,37,1.0986122887
432,5513,MN,MN,27,56017,4,1,0,4,Y,,1,3,47,1550,1556,20288,20288,12.5,3.5,1024.442902,0,0,79,LE SUEUR,27079,1.21464,38,2.533696814
433,5514,MN,MN,27,56028,4,1,1,1,Y,,5,3,26,900,900,121587,121787,4.2,12.2,893.23743,0,0,79,LE SUEUR,27079,1.21464,38,1.4586150227
434,5515,MN,MN,27,56069,4,1,0,2,Y,,2,3,25,850,850,121387,121687,4.5,6.3,921.864905,0,0,79,LE SUEUR,27079,1.21464,38,1.5260563035
435,5516,MN,MN,27,56069,4,1,0,0,Y,,4,3,26,800,800,10188,10188,3.9,8.1,990.411554,0,0,79,LE SUEUR,27079,1.21464,38,1.3862943611
436,5517,MN,MN,27,56069,4,1,0,4,Y,,1,3,31,1000,1600,122487,122687,3.3,19.9,1024.442902,0,0,79,LE SUEUR,27079,1.21464,38,1.2237754316
437,5518,MN,MN,27,56136,5,1,0,4,,,4,4,23,1830,1900,122987,123187,17.5,6.2,1177.377355,0,0,81,LINCOLN,27081,1.56034,39,2.867898902
438,5519,MN,MN,27,56136,5,1,0,2,Y,,1,4,44,1330,1330,12688,12888,10.6,4,1088.985661,0,0,81,LINCOLN,27081,1.56034,39,2.3702437415
439,5520,MN,MN,27,56142,5,1,0,4,Y,,2,4,27,1330,1530,121387,121587,7.9,6.5,1146.49919,0,0,81,LINCOLN,27081,1.56034,39,2.0794415417
440,5521,MN,MN,27,56149,5,1,1,7,Y,,3,4,40,1115,1115,11788,11988,3.5,11.6,1214.922779,0,0,81,LINCOLN,27081,1.56034,39,1.2809338455
441,5522,MN,MN,27,56115,5,1,0,4,Y,,1,4,23,1945,2230,21688,21888,6.5,7.4,1088.985661,0,0,83,LYON,27083,1.48399,40,1.887069649
442,5523,MN,MN,27,56175,5,1,1,3,N,,2,4,29,1100,1100,121687,121887,6.9,5.1,1146.49919,0,0,83,LYON,27083,1.48399,40,1.9459101491
443,5524,MN,MN,27,56175,5,1,0,7,Y,,4,4,31,1100,1100,122387,122587,5.1,5.1,1177.377355,0,0,83,LYON,27083,1.48399,40,1.6486586256
444,5525,MN,MN,27,56258,5,1,0,4,Y,,3,4,21,1700,1700,120287,121087,12,3.9,1214.922779,0,0,83,LYON,27083,1.48399,40,2.4932054526
445,5526,MN,MN,27,56258,5,1,0,4,Y,,2,4,26,2000,2000,121387,121587,5.1,8.3,1146.49919,0,0,83,LYON,27083,1.48399,40,1.6486586256
446,5527,MN,MN,27,56258,5,1,0,2,Y,,1,4,1,1900,2100,30388,30388,8.9,5.3,1088.985661,0,0,83,LYON,27083,1.48399,40,2.1972245773
447,5528,MN,MN,27,56258,5,1,0,2,Y,,5,4,1,1100,1102,22588,22788,5.8,4.8,1105.956867,0,0,83,LYON,27083,1.48399,40,1.7749523509
448,5529,MN,MN,27,56264,5,1,0,4,Y,,1,4,28,1600,1558,121687,121887,4.6,6.2,1088.985661,0,0,83,LYON,27083,1.48399,40,1.5475625087
449,5530,MN,MN,27,56589,2,1,0,2,Y,,5,2,1,700,700,22888,30388,3.9,5.4,471.366223,0,0,87,MAHNOMEN,27087,1.16137,41,1.3862943611
450,5531,MN,MN,27,56701,2,1,1,3,N,,4,4,2,2250,2253,22588,22788,1.5,14.1,1177.377355,0,0,89,MARSHALL,27089,1.01386,42,0.4700036292
451,5532,MN,MN,27,56710,2,1,0,4,Y,,2,1,47,1220,1226,12688,12888,23.8,2.2,348.042925,2,0,89,MARSHALL,27089,1.01386,42,3.1738784589
452,5533,MN,MN,27,56727,2,5,1,3,N,,5,1,23,1500,1500,123087,10188,0.9,29.7,348.042925,1,0,89,MARSHALL,27089,1.01386,42,0
453,5534,MN,MN,27,56738,2,1,1,3,N,,3,1,2,1330,1330,22488,22688,1.4,15.6,348.042925,0,0,89,MARSHALL,27089,1.01386,42,0.4054651081
454,5535,MN,MN,27,56738,2,1,1,3,Y,,2,1,3,1300,1315,22688,22888,1.1,16.1,348.042925,0,0,89,MARSHALL,27089,1.01386,42,0.1823215568
455,5536,MN,MN,27,56757,2,1,0,2,Y,,1,1,39,1900,1945,11788,11988,2.8,12.9,507.562599,0,0,89,MARSHALL,27089,1.01386,42,1.064710737
456,5537,MN,MN,27,56757,2,1,0,4,Y,,2,1,4,1800,1515,22388,22588,48.2,1.8,348.042925,2,0,89,MARSHALL,27089,1.01386,42,3.8774315607
457,5538,MN,MN,27,56762,2,1,1,3,Y,,1,1,35,1815,1815,122887,123087,0.9,30.7,507.562599,0,0,89,MARSHALL,27089,1.01386,42,0
458,5539,MN,MN,27,56762,2,1,0,4,Y,,5,1,47,800,1300,41288,41488,8.3,4.2,348.042925,0,0,89,MARSHALL,27089,1.01386,42,2.1282317058
459,5540,MN,MN,27,56031,5,1,0,4,Y,,4,4,22,750,810,121787,121987,4.1,5.6,1177.377355,0,0,91,MARTIN,27091,1.18041,43,1.4350845253
460,5541,MN,MN,27,56031,5,2,1,1,Y,,5,4,33,1100,1100,122787,122987,0.5,0,1105.956867,1,0,91,MARTIN,27091,1.18041,43,-0.5108256238
461,5542,MN,MN,27,56031,5,1,0,4,Y,,4,4,44,1800,1800,20288,20288,6.7,7.7,1177.377355,1,0,91,MARTIN,27091,1.18041,43,1.9169226122
462,5543,MN,MN,27,56031,5,1,0,4,Y,,5,4,47,1730,1730,20288,20288,7.5,7,1105.956867,0,0,91,MARTIN,27091,1.18041,43,2.0281482473
463,5544,MN,MN,27,56031,5,1,0,4,Y,,1,4,49,900,1000,20288,20288,9.2,3.5,1088.985661,0,0,91,MARTIN,27091,1.18041,43,2.2300144002
464,5545,MN,MN,27,56031,5,1,0,2,Y,,3,4,1,1030,1030,31788,31988,0.5,47.7,1214.922779,0,0,91,MARTIN,27091,1.18041,43,-0.5108256238
465,5546,MN,MN,27,56171,5,1,0,4,Y,,5,4,3,1500,1500,30388,31188,1.5,17.3,1105.956867,0,0,91,MARTIN,27091,1.18041,43,0.4700036292
466,5547,MN,MN,27,55336,5,1,0,2,Y,,4,3,34,1630,1630,122687,122887,10.3,3.7,990.411554,0,0,85,MCLEOD,27085,1.15076,44,2.3418058061
467,5548,MN,MN,27,55336,5,1,0,0,Y,,3,3,41,600,600,11988,12188,3.9,8.3,1071.318034,0,0,85,MCLEOD,27085,1.15076,44,1.3862943611
468,5549,MN,MN,27,55336,5,1,0,4,Y,,2,3,44,1200,1500,12188,12388,1.8,31.1,921.864905,0,0,85,MCLEOD,27085,1.15076,44,0.6418538862
